B_fighter,R_fighter,date,location,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,R_current_lose_streak,R_current_win_streak,B_total_rounds_fought,R_total_rounds_fought,B_wins,R_wins,B_Height_cms,R_Height_cms,B_Reach_cms,R_Reach_cms,B_Weight_lbs,R_Weight_lbs,B_age,R_age,elevation (ft),b_hot_or_not,r_hot_or_not,Winner_Blue,Winner_Red,title_bout_False,title_bout_True,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,weight_buckets_Heavy,weight_buckets_Light,weight_buckets_Middle
Chris Kelades,Paddy Holohan,2014-10-04,"Halifax, Nova Scotia, Canada",Flyweight,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,170.18,177.8,172.72,175.26,125.0,125.0,33.0,26.0,52,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Paul Felder,Jason Saggo,2014-10-04,"Halifax, Nova Scotia, Canada",Lightweight,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,180.34,180.34,177.8,180.34,155.0,155.0,30.0,28.0,52,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Jake Lindsey,Olivier Aubin-Mercier,2014-10-04,"Halifax, Nova Scotia, Canada",Lightweight,3,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,180.34,175.26,180.34,177.8,155.0,155.0,28.0,25.0,52,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
Anthony Njokuani,Daron Cruickshank,2014-10-04,"Halifax, Nova Scotia, Canada",Lightweight,3,1.0,0.0,1.0,0.0,20.0,19.0,3.0,5.0,185.42,172.72,190.5,182.88,155.0,155.0,34.0,29.0,52,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
Roman Salazar,Mitch Gagnon,2014-10-04,"Halifax, Nova Scotia, Canada",Bantamweight,3,0.0,0.0,0.0,3.0,0.0,8.0,0.0,3.0,170.18,165.1,170.18,165.1,135.0,135.0,26.0,29.0,52,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
Li Jingliang,Nordine Taleb,2014-10-04,"Halifax, Nova Scotia, Canada",Welterweight,3,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,182.88,185.42,180.34,187.96,170.0,170.0,26.0,33.0,52,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Bruno Santos,Elias Theodorou,2014-10-04,"Halifax, Nova Scotia, Canada",Middleweight,3,0.0,1.0,0.0,1.0,6.0,2.0,1.0,1.0,175.26,185.42,175.26,190.5,185.0,185.0,27.0,26.0,52,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Yosdenis Cedeno,Chad Laprise,2014-10-04,"Halifax, Nova Scotia, Canada",Lightweight,3,0.0,1.0,0.0,1.0,4.0,3.0,1.0,1.0,172.72,177.8,175.26,180.34,155.0,170.0,29.0,28.0,52,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Bryan Caraway,Raphael Assuncao,2014-10-04,"Halifax, Nova Scotia, Canada",Bantamweight,3,0.0,2.0,0.0,6.0,13.0,17.0,4.0,6.0,172.72,165.1,172.72,167.64,135.0,135.0,30.0,32.0,52,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Tarec Saffiedine,Rory MacDonald,2014-10-04,"Halifax, Nova Scotia, Canada",Welterweight,5,0.0,1.0,0.0,2.0,5.0,25.0,1.0,8.0,177.8,182.88,177.8,193.04,170.0,170.0,28.0,25.0,52,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
Ryan Janes,Gerald Meerschaert,2017-02-19,"Halifax, Nova Scotia, Canada",Middleweight,3,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,190.5,185.42,193.04,195.58,185.0,185.0,35.0,29.0,52,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Thiago Santos,Jack Marshman,2017-02-19,"Halifax, Nova Scotia, Canada",Middleweight,3,2.0,0.0,0.0,1.0,13.0,2.0,5.0,1.0,187.96,182.88,193.04,185.42,205.0,185.0,33.0,27.0,52,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Santiago Ponzinibbio,Nordine Taleb,2017-02-19,"Halifax, Nova Scotia, Canada",Welterweight,3,0.0,3.0,0.0,1.0,14.0,13.0,5.0,4.0,182.88,185.42,185.42,187.96,170.0,170.0,30.0,35.0,52,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Alessandro Ricci,Paul Felder,2017-02-19,"Halifax, Nova Scotia, Canada",Lightweight,3,1.0,0.0,1.0,0.0,3.0,20.0,0.0,4.0,180.34,180.34,175.26,177.8,155.0,155.0,34.0,32.0,52,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Cezar Ferreira,Elias Theodorou,2017-02-19,"Halifax, Nova Scotia, Canada",Middleweight,3,0.0,3.0,0.0,1.0,21.0,13.0,7.0,4.0,185.42,185.42,198.12,190.5,185.0,185.0,32.0,28.0,52,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
Gavin Tucker,Sam Sicilia,2017-02-19,"Halifax, Nova Scotia, Canada",Featherweight,3,0.0,0.0,2.0,0.0,0.0,22.0,0.0,5.0,167.64,172.72,167.64,170.18,145.0,145.0,30.0,31.0,52,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Hector Lombard,Johny Hendricks,2017-02-19,"Halifax, Nova Scotia, Canada",Middleweight,3,3.0,0.0,3.0,0.0,19.0,49.0,3.0,12.0,175.26,175.26,180.34,175.26,185.0,185.0,39.0,33.0,52,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
Travis Browne,Derrick Lewis,2017-02-19,"Halifax, Nova Scotia, Canada",Heavyweight,5,2.0,0.0,0.0,5.0,27.0,19.0,9.0,8.0,198.12,190.5,200.66,200.66,255.0,260.0,34.0,32.0,52,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Colby Covington,Wagner Silva,2014-11-08,"Uberlandia, Minas Gerais, Brazil",Welterweight,3,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,180.34,182.88,182.88,180.34,170.0,170.0,26.0,27.0,2831,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Tim Gorman,Thomas Almeida,2014-11-08,"Uberlandia, Minas Gerais, Brazil",Bantamweight,3,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,165.1,170.18,172.72,177.8,135.0,135.0,31.0,23.0,2831,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
Charlie Brenneman,Leandro Silva,2014-11-08,"Uberlandia, Minas Gerais, Brazil",Lightweight,3,4.0,0.0,2.0,0.0,20.0,6.0,4.0,0.0,177.8,175.26,182.88,182.88,155.0,155.0,33.0,28.0,2831,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Trevor Smith,Caio Magalhaes,2014-11-08,"Uberlandia, Minas Gerais, Brazil",Middleweight,3,0.0,1.0,0.0,3.0,10.0,9.0,2.0,3.0,190.5,185.42,190.5,185.42,185.0,185.0,33.0,26.0,2831,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Rodolfo Rubio,Diego Rivas,2014-11-08,"Uberlandia, Minas Gerais, Brazil",Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.1,172.72,167.64,175.26,145.0,145.0,27.0,22.0,2831,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Jorge de Oliveira,Dhiego Lima,2014-11-08,"Uberlandia, Minas Gerais, Brazil",Welterweight,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,172.72,187.96,180.34,187.96,155.0,170.0,34.0,25.0,2831,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Leon Edwards,Claudio Silva,2014-11-08,"Uberlandia, Minas Gerais, Brazil",Welterweight,3,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,182.88,180.34,187.96,180.34,170.0,170.0,23.0,32.0,2831,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
Alan Jouban,Warlley Alves,2014-11-08,"Uberlandia, Minas Gerais, Brazil",Welterweight,3,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,182.88,180.34,185.42,182.88,170.0,170.0,32.0,23.0,2831,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Ovince Saint Preux,Mauricio Rua,2014-11-08,"Uberlandia, Minas Gerais, Brazil",Light Heavyweight,5,1.0,0.0,1.0,0.0,12.0,34.0,4.0,6.0,190.5,185.42,203.2,193.04,205.0,205.0,31.0,32.0,2831,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
Marlon Vera,Marco Beltran,2014-11-15,"Mexico City, Distrito Federal, Mexico",Bantamweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.72,172.72,177.8,175.26,135.0,125.0,21.0,28.0,7382,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
Hector Urbina,Edgar Garcia,2014-11-15,"Mexico City, Distrito Federal, Mexico",Welterweight,3,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,180.34,177.8,185.42,180.34,170.0,170.0,27.0,30.0,7382,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Chris Heatherly,Augusto Montano,2014-11-15,"Mexico City, Distrito Federal, Mexico",Welterweight,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,175.26,185.42,172.72,185.42,155.0,170.0,26.0,30.0,7382,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Dennis Bermudez,Ricardo Lamas,2014-11-15,"Mexico City, Distrito Federal, Mexico",Featherweight,3,0.0,7.0,0.0,1.0,19.0,16.0,7.0,5.0,167.64,172.72,167.64,180.34,155.0,145.0,27.0,32.0,7382,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Kelvin Gastelum,Jake Ellenberger,2014-11-15,"Mexico City, Distrito Federal, Mexico",Welterweight,3,0.0,4.0,2.0,0.0,10.0,28.0,4.0,8.0,175.26,175.26,180.34,180.34,185.0,170.0,23.0,29.0,7382,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Mark Hunt,Fabricio Werdum,2014-11-15,"Mexico City, Distrito Federal, Mexico",Heavyweight,5,0.0,1.0,0.0,4.0,20.0,18.0,5.0,6.0,177.8,193.04,182.88,195.58,265.0,231.0,40.0,37.0,7382,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Clay Collard,Gabriel Benitez,2015-06-13,"Mexico City, Distrito Federal, Mexico",Featherweight,3,0.0,1.0,0.0,1.0,6.0,3.0,1.0,1.0,180.34,172.72,185.42,180.34,145.0,145.0,22.0,26.0,7382,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
Cathal Pendred,Augusto Montano,2015-06-13,"Mexico City, Distrito Federal, Mexico",Welterweight,3,0.0,3.0,0.0,1.0,8.0,1.0,3.0,1.0,185.42,185.42,190.5,185.42,170.0,170.0,27.0,30.0,7382,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Johnny Case,Francisco Trevino,2015-06-13,"Mexico City, Distrito Federal, Mexico",Lightweight,3,0.0,2.0,0.0,1.0,5.0,3.0,2.0,1.0,177.8,175.26,182.88,177.8,155.0,155.0,25.0,33.0,7382,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Patrick Williams,Alejandro Perez,2015-06-13,"Mexico City, Distrito Federal, Mexico",Bantamweight,3,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,172.72,167.64,185.42,170.18,135.0,135.0,33.0,25.0,7382,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Drew Dober,Efrain Escudero,2015-06-13,"Mexico City, Distrito Federal, Mexico",Lightweight,3,1.0,0.0,0.0,1.0,9.0,25.0,1.0,4.0,172.72,175.26,177.8,177.8,155.0,155.0,26.0,29.0,7382,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Chico Camus,Henry Cejudo,2015-06-13,"Mexico City, Distrito Federal, Mexico",Flyweight,3,0.0,1.0,0.0,2.0,18.0,6.0,3.0,2.0,167.64,162.56,167.64,162.56,125.0,135.0,30.0,28.0,7382,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Nate Marquardt,Kelvin Gastelum,2015-06-13,"Mexico City, Distrito Federal, Mexico",Middleweight,3,1.0,0.0,1.0,0.0,38.0,14.0,11.0,5.0,182.88,175.26,187.96,180.34,185.0,185.0,36.0,23.0,7382,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Eddie Alvarez,Gilbert Melendez,2015-06-13,"Mexico City, Distrito Federal, Mexico",Lightweight,3,1.0,0.0,1.0,0.0,3.0,10.0,0.0,1.0,175.26,175.26,175.26,185.42,155.0,145.0,31.0,33.0,7382,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Fabricio Werdum,Cain Velasquez,2015-06-13,"Mexico City, Distrito Federal, Mexico",Heavyweight,5,0.0,5.0,0.0,4.0,20.0,24.0,7.0,11.0,193.04,185.42,195.58,195.58,231.0,240.0,37.0,32.0,7382,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
Alex Nicholson,Sam Alvey,2016-11-05,"Mexico City, Distrito Federal, Mexico",Middleweight,3,0.0,1.0,0.0,2.0,3.0,13.0,1.0,5.0,193.04,187.96,205.74,190.5,185.0,205.0,26.0,30.0,7382,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Max Griffin,Erick Montano,2016-11-05,"Mexico City, Distrito Federal, Mexico",Welterweight,3,1.0,0.0,1.0,0.0,3.0,6.0,0.0,1.0,180.34,182.88,193.04,185.42,170.0,170.0,30.0,30.0,7382,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Felipe Arantes,Erik Perez,2016-11-05,"Mexico City, Distrito Federal, Mexico",Bantamweight,3,0.0,2.0,0.0,2.0,22.0,17.0,5.0,6.0,172.72,172.72,185.42,172.72,135.0,135.0,28.0,26.0,7382,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Rashid Magomedov,Beneil Dariush,2016-11-05,"Mexico City, Distrito Federal, Mexico",Lightweight,3,0.0,4.0,0.0,1.0,12.0,18.0,4.0,7.0,175.26,177.8,177.8,182.88,155.0,155.0,31.0,27.0,7382,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Claudio Puelles,Martin Bravo,2016-11-05,"Mexico City, Distrito Federal, Mexico",Lightweight,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.34,172.72,182.88,180.34,155.0,145.0,20.0,23.0,7382,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
Charles Oliveira,Ricardo Lamas,2016-11-05,"Mexico City, Distrito Federal, Mexico",Featherweight,3,1.0,0.0,1.0,0.0,31.0,24.0,9.0,7.0,177.8,172.72,187.96,180.34,155.0,145.0,27.0,34.0,7382,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Marcin Held,Diego Sanchez,2016-11-05,"Mexico City, Distrito Federal, Mexico",Lightweight,3,0.0,0.0,1.0,0.0,0.0,65.0,0.0,15.0,175.26,177.8,180.34,182.88,155.0,170.0,24.0,34.0,7382,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Tony Ferguson,Rafael Dos Anjos,2016-11-05,"Mexico City, Distrito Federal, Mexico",Lightweight,5,0.0,8.0,1.0,0.0,23.0,50.0,11.0,14.0,180.34,172.72,193.04,177.8,155.0,170.0,32.0,32.0,7382,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Roberto Sanchez,Joseph Morales,2017-08-05,"Mexico City, Distrito Federal, Mexico",Flyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.64,167.64,167.64,175.26,125.0,125.0,31.0,22.0,7382,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
Hector Sandoval,Dustin Ortiz,2017-08-05,"Mexico City, Distrito Federal, Mexico",Flyweight,3,0.0,2.0,1.0,0.0,5.0,29.0,2.0,5.0,157.48000000000005,165.1,162.56,165.1,125.0,125.0,31.0,28.0,7382,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Andre Soukhamthath,Alejandro Perez,2017-08-05,"Mexico City, Distrito Federal, Mexico",Bantamweight,3,1.0,0.0,1.0,0.0,3.0,10.0,0.0,3.0,175.26,167.64,177.8,170.18,135.0,135.0,28.0,27.0,7382,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Rashad Evans,Sam Alvey,2017-08-05,"Mexico City, Distrito Federal, Mexico",Middleweight,3,3.0,0.0,1.0,0.0,58.0,22.0,14.0,7.0,182.88,187.96,190.5,190.5,205.0,205.0,37.0,31.0,7382,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Niko Price,Alan Jouban,2017-08-05,"Mexico City, Distrito Federal, Mexico",Welterweight,3,1.0,0.0,1.0,0.0,3.0,18.0,1.0,6.0,182.88,182.88,193.04,185.42,170.0,170.0,27.0,35.0,7382,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Brandon Moreno,Sergio Pettis,2017-08-05,"Mexico City, Distrito Federal, Mexico",Flyweight,5,0.0,3.0,0.0,3.0,6.0,23.0,3.0,6.0,170.18,167.64,177.8,175.26,125.0,135.0,23.0,23.0,7382,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Marcos Mariano,Caludio Puelles,2019-09-21,"Mexico City, Distrito Federal, Mexico",Lightweight,3,1.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,185.42,180.34,193.04,182.88,155.0,155.0,32.0,23.0,7382,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
Paul Craig,Vinicius Moreira,2019-09-21,"Mexico City, Distrito Federal, Mexico",Light Heavyweight,3,1.0,0.0,2.0,0.0,14.0,2.0,3.0,0.0,190.5,193.04,193.04,193.04,205.0,205.0,31.0,30.0,7382,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Tyson Nam,Sergio Pettis,2019-09-21,"Mexico City, Distrito Federal, Mexico",Flyweight,3,0.0,0.0,2.0,0.0,0.0,40.0,0.0,8.0,170.18,167.64,172.72,175.26,125.0,125.0,36.0,26.0,7382,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Kyle Nelson,Marco Polo Reyes,2019-09-21,"Mexico City, Distrito Federal, Mexico",Featherweight,3,2.0,0.0,2.0,0.0,5.0,12.0,0.0,4.0,180.34,180.34,180.34,180.34,155.0,155.0,28.0,34.0,7382,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
Carlos Huachin,Jose Quinonez,2019-09-21,"Mexico City, Distrito Federal, Mexico",Bantamweight,3,1.0,0.0,1.0,0.0,2.0,15.0,0.0,4.0,162.56,172.72,170.18,175.26,135.0,135.0,23.0,29.0,7382,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
Steven Peterson,Martin Bravo,2019-09-21,"Mexico City, Distrito Federal, Mexico",Featherweight,3,2.0,0.0,2.0,0.0,12.0,6.0,1.0,1.0,177.8,172.72,177.8,180.34,145.0,145.0,29.0,26.0,7382,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
Ian Entwistle,Anthony Birchak,2014-12-13,"Phoenix, Arizona, USA",Bantamweight,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,165.1,172.72,162.56,175.26,135.0,135.0,28.0,28.0,1086,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Dustin Kimura,Henry Cejudo,2014-12-13,"Phoenix, Arizona, USA",Bantamweight,3,1.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,170.18,162.56,180.34,162.56,135.0,135.0,25.0,27.0,1086,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Garett Whiteley,David Michaud,2014-12-13,"Phoenix, Arizona, USA",Lightweight,3,2.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,182.88,175.26,182.88,182.88,155.0,155.0,33.0,26.0,1086,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Bryan Barberena,Joe Ellenberger,2014-12-13,"Phoenix, Arizona, USA",Lightweight,3,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,182.88,175.26,182.88,182.88,170.0,155.0,25.0,29.0,1086,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Drew Dober,Jamie Varner,2014-12-13,"Phoenix, Arizona, USA",Lightweight,3,2.0,0.0,3.0,0.0,6.0,17.0,0.0,3.0,172.72,172.72,177.8,182.88,155.0,155.0,26.0,30.0,1086,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
Ben Saunders,Joe Riggs,2014-12-13,"Phoenix, Arizona, USA",Welterweight,3,0.0,1.0,1.0,0.0,16.0,12.0,5.0,4.0,187.96,182.88,195.58,177.8,170.0,185.0,31.0,32.0,1086,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
Willie Gates,John Moraga,2014-12-13,"Phoenix, Arizona, USA",Flyweight,3,0.0,0.0,0.0,1.0,0.0,16.0,0.0,4.0,172.72,167.64,177.8,167.64,125.0,125.0,27.0,30.0,1086,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Matt Mitrione,Gabriel Gonzaga,2014-12-13,"Phoenix, Arizona, USA",Heavyweight,3,0.0,2.0,1.0,0.0,18.0,29.0,8.0,11.0,190.5,187.96,200.66,193.04,265.0,242.0,36.0,35.0,1086,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
Stefan Struve,Alistair Overeem,2014-12-13,"Phoenix, Arizona, USA",Heavyweight,3,1.0,0.0,1.0,0.0,22.0,9.0,9.0,2.0,210.82,193.04,213.36,203.2,265.0,265.0,26.0,34.0,1086,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Nate Diaz,Rafael Dos Anjos,2014-12-13,"Phoenix, Arizona, USA",Lightweight,3,0.0,1.0,0.0,2.0,44.0,40.0,12.0,11.0,182.88,172.72,193.04,177.8,170.0,170.0,29.0,30.0,1086,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
Stipe Miocic,Junior Dos Santos,2014-12-13,"Phoenix, Arizona, USA",Heavyweight,5,0.0,3.0,1.0,0.0,15.0,29.0,6.0,10.0,193.04,193.04,203.2,195.58,240.0,238.0,32.0,30.0,1086,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Cyril Asker,Dmitrii Smoliakov,2017-01-15,"Phoenix, Arizona, USA",Heavyweight,3,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,182.88,187.96,187.96,187.96,247.0,253.0,31.0,34.0,1086,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
Joachim Christensen,Bojan Mihajlovic,2017-01-15,"Phoenix, Arizona, USA",Light Heavyweight,3,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,190.5,180.34,193.04,185.42,205.0,205.0,38.0,36.0,1086,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Chase Sherman,Walt Harris,2017-01-15,"Phoenix, Arizona, USA",Heavyweight,3,1.0,0.0,1.0,0.0,3.0,10.0,0.0,1.0,193.04,195.58,198.12,195.58,250.0,250.0,27.0,33.0,1086,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Alex White,Anthony Rocco Martin,2017-01-15,"Phoenix, Arizona, USA",Lightweight,3,0.0,1.0,0.0,1.0,10.0,11.0,2.0,2.0,182.88,182.88,180.34,185.42,155.0,170.0,28.0,27.0,1086,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Viktor Pesta,Aleksei Oleinik,2017-01-15,"Phoenix, Arizona, USA",Heavyweight,3,2.0,0.0,1.0,0.0,11.0,5.0,1.0,2.0,190.5,187.96,195.58,203.2,240.0,240.0,26.0,39.0,1086,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
Augusto Mendes,Frankie Saenz,2017-01-15,"Phoenix, Arizona, USA",Bantamweight,3,1.0,0.0,2.0,0.0,1.0,15.0,0.0,3.0,167.64,167.64,165.1,167.64,135.0,135.0,33.0,36.0,1086,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Drakkar Klose,Devin Powell,2017-01-15,"Phoenix, Arizona, USA",Lightweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.26,182.88,177.8,185.42,155.0,155.0,28.0,28.0,1086,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Sergio Pettis,John Moraga,2017-01-15,"Phoenix, Arizona, USA",Flyweight,3,0.0,2.0,2.0,0.0,20.0,25.0,5.0,5.0,167.64,167.64,175.26,167.64,135.0,125.0,23.0,32.0,1086,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Ben Saunders,Court McGee,2017-01-15,"Phoenix, Arizona, USA",Welterweight,3,1.0,0.0,0.0,1.0,22.0,30.0,7.0,7.0,187.96,180.34,195.58,190.5,170.0,170.0,33.0,32.0,1086,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Marcin Held,Joe Lauzon,2017-01-15,"Phoenix, Arizona, USA",Lightweight,3,1.0,0.0,1.0,0.0,3.0,43.0,0.0,13.0,175.26,177.8,180.34,180.34,155.0,155.0,24.0,32.0,1086,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Luke Sanders,Renan Barao,2019-02-17,"Phoenix, Arizona, USA",Bantamweight,3,1.0,0.0,3.0,0.0,9.0,46.0,2.0,9.0,167.64,167.64,170.18,177.8,135.0,135.0,33.0,32.0,1086,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Nik Lentz,Scott Holtzman,2019-02-17,"Phoenix, Arizona, USA",Lightweight,3,0.0,1.0,0.0,3.0,56.0,21.0,13.0,5.0,172.72,175.26,172.72,175.26,155.0,155.0,34.0,35.0,1086,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Manny Bermudez,Benito Lopez,2019-02-17,"Phoenix, Arizona, USA",Bantamweight,3,0.0,2.0,0.0,1.0,3.0,3.0,2.0,1.0,177.8,177.8,180.34,185.42,135.0,135.0,24.0,24.0,1086,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
Aljamain Sterling,Jimmie Rivera,2019-02-17,"Phoenix, Arizona, USA",Bantamweight,3,0.0,2.0,0.0,1.0,29.0,17.0,8.0,6.0,170.18,162.56,180.34,172.72,135.0,135.0,29.0,29.0,1086,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Myles Jury,Andre Fili,2019-02-17,"Phoenix, Arizona, USA",Featherweight,3,1.0,0.0,1.0,0.0,22.0,27.0,8.0,6.0,177.8,180.34,185.42,187.96,145.0,145.0,30.0,28.0,1086,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Bryan Barberena,Vicente Luque,2019-02-17,"Phoenix, Arizona, USA",Welterweight,3,0.0,1.0,0.0,3.0,19.0,15.0,5.0,7.0,182.88,180.34,182.88,190.5,170.0,170.0,29.0,27.0,1086,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
